1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0.1,0,0,0,0,0,0,0,0
1,0.428571,0,0,0,0,0,0,0,0
1,0.875,0,0.0666667,0.1,0,0.0666667,0,0,0
1,0.75,0.3,0,0.0833333,0,0,0,0,0
1,0.5,0.333333,0.3,0.25,0,0.0666667,0.111111,0,0.0833333
1,0.75,0.368421,0.428571,0,0,0,0.0714286,0,0
1,0.727273,0.538462,0.538462,0.277778,0,0,0,0.0769231,0
1,1,0.666667,0.777778,0.25,0,0.125,0.0909091,0,0
1,0.727273,0.666667,0.5,0.384615,0.2,0.1,0,0.117647,0
1,0.714286,0.5,0.6,0.454545,0.125,0.181818,0,0,0
1,0.9,0.5,0.833333,0.416667,0.285714,0,0.111111,0,0
1,1,0.736842,0.166667,0.294118,0.5,0.0833333,0.0833333,0.142857,0
1,0.846154,0.529412,0.5,0.571429,0.25,0.2,0.222222,0.0769231,0.0666667
1,0.692308,0.636364,0.5,0.636364,0.571429,0.333333,0.0625,0.285714,0
1,1,0.75,0.833333,0.357143,0.4375,0.285714,0.0526316,0.0909091,0
1,0.888889,0.764706,0.461538,0.75,0.166667,0.538462,0.333333,0,0
1,0.875,0.8,1,0.555556,0.5,0.142857,0.0714286,0.0909091,0
1,0.933333,0.916667,0.8,0.6,0.363636,0.230769,0,0,0
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,0.944444,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,0.333333,0.307692,0,0.111111,0,0,0,0,0.0769231
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
