0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.0222222
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0175439,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.135135,0.125,0.217391,0.133333,0.0909091,0.1,0,0,0,0
0.282609,0.236842,0.142857,0.347826,0.212766,0.108108,0,0,0,0
0.482759,0.394737,0.641026,0.44,0.5,0.431818,0.0540541,0,0,0
0.526316,0.710526,0.40625,0.551724,0.666667,0.576923,0.225,0,0,0
0.787879,0.785714,0.755102,0.8,0.581395,0.853659,0.333333,0,0,0
0.952381,1,0.878788,0.9,0.894737,0.780488,0.478261,0,0,0
1,1,1,1,1,1,0.535714,0,0,0
0.909091,0.925,0.828571,0.935484,0.757576,0.9375,0.324324,0,0,0
0.837838,0.78125,0.741935,0.666667,0.692308,0.828571,0.310345,0,0,0
0.631579,0.511628,0.542857,0.617647,0.648649,0.609756,0.264151,0,0.0294118,0
0.394737,0.428571,0.407407,0.357143,0.514286,0.545455,0.0344828,0,0,0
0.275862,0.307692,0.285714,0.212121,0.275862,0.1875,0.125,0,0,0
0.15,0.113636,0.129032,0.138889,0.16129,0.129032,0.05,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.0217391,0,0,0.0333333,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.030303,0,0,0
0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,0.97561,0.96875,1,1,1
1,1,0.970588,1,1,1,1,0.973684,1,0.975
1,1,1,1,1,1,1,1,0.970588,1
1,1,1,1,1,1,1,1,0.97561,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,0.97619,0.974359,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.970588,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0.972973,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,0.962963,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,0.973684,1,1,1
1,1,0.972973,1,1,1,1,1,0.978723,1
1,1,1,1,1,1,1,1,0.962963,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,0.966667,1,0.971429,1,1,1,1
1,1,0.977273,1,1,1,1,1,1,1
1,0.97619,1,1,1,1,1,0.964286,1,1
